Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Sep-11,Senior,GOE100133,N/D,SCS1,"Deputy Director, Government Operations (LOCOG and Cross-cutting Workforce)",Responsible for LOCOG workforce planning and resourcing for the 2012 Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,0.5,N/D,N/D,Operational Delivery,"Part pay-cost shared with HO and ODA. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100150,Clive Bairsto,SCS2,"Director, Integration and Readiness",Responsible for assuring and integrating the 5 command and control domains operating during Games time,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6927,N/D,GOE100001,N/D,1,0,0,Operational Delivery,"Paid by the MoD, and therefore the salary cost is represented in the MoD's transparency exercise. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100155,N/D,SCS1,Head of Programme Office,Responsible for the broad range of stakeholders to help deliver the Government’s objectives for the Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,N/D,1,N/D,N/D,Programme and Project Management (PPM),"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100156,N/D,SCS1,Head of Olympic and Strategic Communications,Head of 2012 Government Olympic and strategic communications,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100157,N/D,1,N/D,N/D,Communications,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100157,Godric Smith,SCS2,"Director, Government Olympics Communication","Leading on 2012 Government Olympic communications, including public engagement and community relations work","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,Directors.mailbox@culture.gsi.gov.uk,GOE100001,N/D,1,0,0,Communications,"Paid by the ODA, and therefore the salary cost is represented in the ODA's transparency exercise. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,HRM100024,N/D,SCS1,Head of Human Resources,"HR lead with responsibility for Our People Strategy, organisational development, HR policies and operations
","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 2074,N/D,CUL100000,N/D,1,N/D,N/D,Human Resources,"Restructure from last data, Information Services now report to HRM. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,IET000047,N/D,SCS1,"Head of Spectrum, Broadband and International ICT","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area or elements of the Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6349,N/D,MDA100000,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,IET000054,Eliminated,SCS1,"Head of Creative Economy, Telecoms and Internet","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6075,N/D,MDA100000,N/D,1,N/D,N/D,Policy,"Role has been split into portfolios of Head of Media, Head of Spectrum and Broadband, and Head of Arts",0
Sep-11,Senior,IET100024,N/D,SCS1,Chief Executive of Broadband Delivery,Responsible for the regulatory framework to encourage business to invest in providing superfast broadband,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6363,N/D,MDA100000,"632,877",1,N/D,N/D,Operational Delivery,"The Department allocates its resources on a flexible resourcing model. Outside of key projects such as the Olympic and Paralympic Games and Broadband Delivery, the Department operates flexibly and therefore the total salary costs have been rolled upwards to the Permanent Secretary.",1
Sep-11,Senior,MDA100000,Jon Zeff,SCS2,Director,"Department's lead on Policy and Resource Allocation and Communications. Chair of the Policy Committee. SRO for Broadband, Spectrum and Digital Switchover policy (including the department's relationship with the BBC). Lead on Growth. ","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6463,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,1,"90,000","94,999",Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,MDA100002,N/D,SCS1,Head of Media,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 2396,N/D,MDA100000,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,PDT100000,N/D,SCS1,Head of Policy Delivery & Resources,Responsible for the operation of the Department's flexible resourcing structure and the management of resource against the Department's priorities.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6508,N/D,MDA100000,N/D,1,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,PSO100036,Jonathan Stephens,SCS4,Permanent Secretary,"Accounting Officer for DCMS policy and expenditure, and the London 2012 Olympic and Paralympic Games.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Permanent Secretary,0207 211 6256,jonathan.stephens@culture.gsi.gov.uk ,XX,"12,331,925",1,"155,000","159,999",Policy,,1
Sep-11,Senior,SCC100000,Helen Macnamara,SCS2,Director,"Department's lead on Strategic Change, Corporate Strategy and Arms Length Body Reform. SRO for future communications regulation and Local TV (including the Department's relationship with OFCOM). Lead on the Big Society agenda. ","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,0207 211 6954,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,0.88,"80,000","84,999",Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,SCC100001,N/D,SCS1,Head of Major Projects,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 2331,N/D,SCC100000,N/D,0.8,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,SCC100002,N/D,SCS1,Head of Major Projects,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan. At present this role primiarily focuses on reform of the Department's relationships with arms length bodies.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6130,N/D,MDA100002,N/D,0.91,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,0,N/D,SCS1,Not in post,N/A,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,N/A,N/A,N/A,0,1,N/A,N/A,Communications,On paid maternity leave,0
